Id,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
1970,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,18,213,1721
1971,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1972,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1973,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1974,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1975,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1976,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1977,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1978,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1979,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1980,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,15,213,1721
1981,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1982,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1983,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1984,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1985,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1986,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1987,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1988,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1989,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1990,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1991,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1992,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1993,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1994,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1995,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1996,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1997,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1998,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1999,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
2000,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
2001,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
2002,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
2003,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
2004,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
